"Date Printed: Tuesday, June 6, 2023 11:21:49 AM"
Title: "HIV diagnoses | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | Asian | Black/African American | Hispanic/Latino | White | Female | Male | Ages 13 years and older | All transmission categories""
Footnote(s): Data for 2022 are considered preliminary (subject to a 12-month reporting delay). Inclusion of 2022 data in trend assessments is discouraged. Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Data by transmission category presented based on assigned sex at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
The 'Sex' column is used for either sex at birth or gender identity.
NA - Not applicable.



Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV diagnoses","2017","Delaware","10","Ages 13 years and older","White","Female","All transmission categories","7","2.6","274,262"
"HIV diagnoses","2017","Delaware","10","Ages 13 years and older","White","Male","All transmission categories","20","7.9","253,554"
"HIV diagnoses","2017","Delaware","10","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","2","6.4","31,202"
"HIV diagnoses","2017","Delaware","10","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","19","57.3","33,175"
"HIV diagnoses","2017","Delaware","10","Ages 13 years and older","Black/African American","Female","All transmission categories","25","27.2","91,936"
"HIV diagnoses","2017","Delaware","10","Ages 13 years and older","Black/African American","Male","All transmission categories","50","62.7","79,746"
"HIV diagnoses","2017","Delaware","10","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","16,263"
"HIV diagnoses","2017","Delaware","10","Ages 13 years and older","Asian","Male","All transmission categories","0","0.0","15,251"
"HIV diagnoses","2016","Delaware","10","Ages 13 years and older","White","Female","All transmission categories","5","1.8","273,150"
"HIV diagnoses","2016","Delaware","10","Ages 13 years and older","White","Male","All transmission categories","19","7.5","252,910"
"HIV diagnoses","2016","Delaware","10","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","1","3.3","30,129"
"HIV diagnoses","2016","Delaware","10","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","8","25.1","31,923"
"HIV diagnoses","2016","Delaware","10","Ages 13 years and older","Black/African American","Female","All transmission categories","17","18.8","90,469"
"HIV diagnoses","2016","Delaware","10","Ages 13 years and older","Black/African American","Male","All transmission categories","56","71.4","78,403"
"HIV diagnoses","2016","Delaware","10","Ages 13 years and older","Asian","Female","All transmission categories","1","6.3","15,910"
"HIV diagnoses","2016","Delaware","10","Ages 13 years and older","Asian","Male","All transmission categories","1","6.7","14,953"
"HIV diagnoses","2015","Delaware","10","Ages 13 years and older","White","Female","All transmission categories","5","1.8","272,297"
"HIV diagnoses","2015","Delaware","10","Ages 13 years and older","White","Male","All transmission categories","30","11.9","252,026"
"HIV diagnoses","2015","Delaware","10","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","4","13.7","29,209"
"HIV diagnoses","2015","Delaware","10","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","10","32.1","31,181"
"HIV diagnoses","2015","Delaware","10","Ages 13 years and older","Black/African American","Female","All transmission categories","9","10.1","88,895"
"HIV diagnoses","2015","Delaware","10","Ages 13 years and older","Black/African American","Male","All transmission categories","44","57.2","76,962"
"HIV diagnoses","2015","Delaware","10","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","15,406"
"HIV diagnoses","2015","Delaware","10","Ages 13 years and older","Asian","Male","All transmission categories","0","0.0","14,653"
"HIV diagnoses","2014","Delaware","10","Ages 13 years and older","White","Female","All transmission categories","13","4.8","271,214"
"HIV diagnoses","2014","Delaware","10","Ages 13 years and older","White","Male","All transmission categories","19","7.6","251,171"
"HIV diagnoses","2014","Delaware","10","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","2","7.0","28,411"
"HIV diagnoses","2014","Delaware","10","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","8","26.5","30,199"
"HIV diagnoses","2014","Delaware","10","Ages 13 years and older","Black/African American","Female","All transmission categories","25","28.6","87,322"
"HIV diagnoses","2014","Delaware","10","Ages 13 years and older","Black/African American","Male","All transmission categories","39","51.8","75,340"
"HIV diagnoses","2014","Delaware","10","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","14,681"
"HIV diagnoses","2014","Delaware","10","Ages 13 years and older","Asian","Male","All transmission categories","0","0.0","13,946"
"HIV diagnoses","2013","Delaware","10","Ages 13 years and older","White","Female","All transmission categories","3","1.1","269,755"
"HIV diagnoses","2013","Delaware","10","Ages 13 years and older","White","Male","All transmission categories","30","12.0","249,762"
"HIV diagnoses","2013","Delaware","10","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","3","10.8","27,667"
"HIV diagnoses","2013","Delaware","10","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","8","27.2","29,459"
"HIV diagnoses","2013","Delaware","10","Ages 13 years and older","Black/African American","Female","All transmission categories","23","26.8","85,692"
"HIV diagnoses","2013","Delaware","10","Ages 13 years and older","Black/African American","Male","All transmission categories","38","51.4","73,929"
"HIV diagnoses","2013","Delaware","10","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","14,169"
"HIV diagnoses","2013","Delaware","10","Ages 13 years and older","Asian","Male","All transmission categories","0","0.0","13,303"
"HIV diagnoses","2012","Delaware","10","Ages 13 years and older","White","Female","All transmission categories","8","3.0","268,300"
"HIV diagnoses","2012","Delaware","10","Ages 13 years and older","White","Male","All transmission categories","30","12.1","248,421"
"HIV diagnoses","2012","Delaware","10","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","1","3.7","26,843"
"HIV diagnoses","2012","Delaware","10","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","9","31.2","28,884"
"HIV diagnoses","2012","Delaware","10","Ages 13 years and older","Black/African American","Female","All transmission categories","28","33.3","84,093"
"HIV diagnoses","2012","Delaware","10","Ages 13 years and older","Black/African American","Male","All transmission categories","55","75.6","72,721"
"HIV diagnoses","2012","Delaware","10","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","13,402"
"HIV diagnoses","2012","Delaware","10","Ages 13 years and older","Asian","Male","All transmission categories","1","8.1","12,366"
"HIV diagnoses","2011","Delaware","10","Ages 13 years and older","White","Female","All transmission categories","5","1.9","267,170"
"HIV diagnoses","2011","Delaware","10","Ages 13 years and older","White","Male","All transmission categories","25","10.1","246,946"
"HIV diagnoses","2011","Delaware","10","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","2","7.7","26,141"
"HIV diagnoses","2011","Delaware","10","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","12","42.5","28,243"
"HIV diagnoses","2011","Delaware","10","Ages 13 years and older","Black/African American","Female","All transmission categories","20","24.2","82,749"
"HIV diagnoses","2011","Delaware","10","Ages 13 years and older","Black/African American","Male","All transmission categories","45","62.8","71,623"
"HIV diagnoses","2011","Delaware","10","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","12,950"
"HIV diagnoses","2011","Delaware","10","Ages 13 years and older","Asian","Male","All transmission categories","0","0.0","11,919"
"HIV diagnoses","2010","Delaware","10","Ages 13 years and older","White","Female","All transmission categories","4","1.5","266,360"
"HIV diagnoses","2010","Delaware","10","Ages 13 years and older","White","Male","All transmission categories","27","11.0","246,008"
"HIV diagnoses","2010","Delaware","10","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","2","7.9","25,169"
"HIV diagnoses","2010","Delaware","10","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","10","36.4","27,453"
"HIV diagnoses","2010","Delaware","10","Ages 13 years and older","Black/African American","Female","All transmission categories","19","23.4","81,268"
"HIV diagnoses","2010","Delaware","10","Ages 13 years and older","Black/African American","Male","All transmission categories","55","78.2","70,332"
"HIV diagnoses","2010","Delaware","10","Ages 13 years and older","Asian","Female","All transmission categories","1","8.1","12,402"
"HIV diagnoses","2010","Delaware","10","Ages 13 years and older","Asian","Male","All transmission categories","0","0.0","11,404"
"HIV diagnoses","2009","Delaware","10","Ages 13 years and older","White","Female","All transmission categories","9","3.4","267,152"
"HIV diagnoses","2009","Delaware","10","Ages 13 years and older","White","Male","All transmission categories","32","13.0","246,705"
"HIV diagnoses","2009","Delaware","10","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","6","29.4","20,406"
"HIV diagnoses","2009","Delaware","10","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","9","37.9","23,727"
"HIV diagnoses","2009","Delaware","10","Ages 13 years and older","Black/African American","Female","All transmission categories","24","30.2","79,403"
"HIV diagnoses","2009","Delaware","10","Ages 13 years and older","Black/African American","Male","All transmission categories","64","94.0","68,115"
"HIV diagnoses","2009","Delaware","10","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","10,599"
"HIV diagnoses","2009","Delaware","10","Ages 13 years and older","Asian","Male","All transmission categories","0","0.0","10,408"
"HIV diagnoses","2008","Delaware","10","Ages 13 years and older","White","Female","All transmission categories","6","2.3","265,846"
"HIV diagnoses","2008","Delaware","10","Ages 13 years and older","White","Male","All transmission categories","24","9.8","245,790"
"HIV diagnoses","2008","Delaware","10","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","1","5.2","19,372"
"HIV diagnoses","2008","Delaware","10","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","13","57.3","22,692"
"HIV diagnoses","2008","Delaware","10","Ages 13 years and older","Black/African American","Female","All transmission categories","38","48.7","78,008"
"HIV diagnoses","2008","Delaware","10","Ages 13 years and older","Black/African American","Male","All transmission categories","59","88.0","67,070"
"HIV diagnoses","2008","Delaware","10","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","10,262"
"HIV diagnoses","2008","Delaware","10","Ages 13 years and older","Asian","Male","All transmission categories","2","19.9","10,028"
"HIV diagnoses","2021","District of Columbia","11","Ages 13 years and older","White","Female","All transmission categories","1","0.9","112,830"
"HIV diagnoses","2021","District of Columbia","11","Ages 13 years and older","White","Male","All transmission categories","19","17.0","112,024"
"HIV diagnoses","2021","District of Columbia","11","Ages 13 years and older","Hispanic/Latino","Female","All transmission categories","1","3.4","29,648"
"HIV diagnoses","2021","District of Columbia","11","Ages 13 years and older","Hispanic/Latino","Male","All transmission categories","28","92.7","30,208"
"HIV diagnoses","2021","District of Columbia","11","Ages 13 years and older","Black/African American","Female","All transmission categories","42","30.5","137,546"
"HIV diagnoses","2021","District of Columbia","11","Ages 13 years and older","Black/African American","Male","All transmission categories","93","84.8","109,725"
"HIV diagnoses","2021","District of Columbia","11","Ages 13 years and older","Asian","Female","All transmission categories","0","0.0","15,596"
"HIV diagnoses","2021","District of Columbia","11","Ages 13 years and older","Asian","Male","All transmission categories","2","18.2","10,962"
"HIV diagnoses","2020 (COVID-19 Pandemic)","District of Columbia","11","Ages 13 years and older","White","Female","All transmission categories","1","0.8","117,819"
"HIV diagnoses","2020 (COVID-19 Pandemic)","District of Columbia","11","Ages 13 years and older","White","Male","All transmission categories","24","20.5","117,198"
